-64.982,18.951,2004.506799506995,7,4,2.8,24.7,11,43,36.73,0,0,0,0,0
-65.04300000000001,18.906,2004.506827768291,7,4,2.1,7,11,58,30.42,0,0,0,0,0
-64.991,18.976,2004.506831178532,7,4,2.7,25,12,0,18.26,0,0,0,0,0
-64.512,18.786,2004.50999778796,7,5,3.4,35.6,15,49,14.05,0,0,0,0,0
-67.401,18.526,2004.510237802317,7,5,1.7,18.6,17,55,43.88,0,0,0,0,0
-68.554,18.899,2004.510552317661,7,5,5,158.1,20,41,29.61,0,0,0,0,0
-64.45,19.667,2004.510717836723,7,5,4.2,61.3,22,8,43.72,0,0,0,0,0
-68.783,19.878,2004.511002464392,7,6,3.4,24.8,0,38,44.33,0,0,0,0,0
-67.89400000000001,18.451,2004.5133456398,7,6,4,76.3,21,13,41.16,0,0,0,0,0
-68.152,19.157,2004.515107714152,7,7,3.6,53.8,12,42,22.18,0,0,0,0,0
-67.54900000000001,18.107,2004.518180701022,7,8,2.6,5.9,15,41,57.4,0,0,0,0,0
-67.381,18.055,2004.518657640154,7,8,2.5,7.5,19,53,19.36,0,0,0,0,0
-68.06699999999999,17.059,2004.519545903537,7,9,3.5,59.5,3,41,28.38,0,0,0,0,0
-67.34999999999999,18.824,2004.520601818647,7,9,2.3,9.5,12,57,58.95,0,0,0,0,0
-66.705,18.011,2004.52137310103,7,9,1.8,14.1,19,44,28.75,0,0,0,0,0
-67.40000000000001,18.201,2004.522678001037,7,10,2.8,75.40000000000001,7,12,12.82,0,0,0,0,0
-68.94,19.522,2004.523943388547,7,10,3.9,50.8,18,19,7.41,0,0,0,0,0
-65.33499999999999,19.048,2004.524206034963,7,10,2.9,32.3,20,37,32.92,0,0,0,0,0
-66.536,17.928,2004.525233528448,7,11,0.9,3.2,5,39,4.73,0,0,0,0,0
-68.14,18.495,2004.526832614539,7,11,3.9,88.2,19,41,51.67,0,0,0,0,0
-67.745,19.069,2004.528225751999,7,12,2.6,25.1,7,56,6.02,0,0,0,0,0
-68.73,18.924,2004.531214538112,7,13,5.2,164.7,10,11,18.61,0,0,0,0,0
-67.38200000000001,18.367,2004.531367237148,7,13,3,0.8,11,31,47.32,0,0,0,0,0
-67.438,18.42,2004.53139334807,7,13,2.4,12.3,11,45,33.01,0,0,0,0,0
-67.402,18.403,2004.531458441485,7,13,2.4,8.9,12,19,51.42,0,0,0,0,0
-67.435,18.419,2004.531474760929,7,13,2.7,12.1,12,28,27.48,0,0,0,0,0
-66.47199999999999,19.036,2004.532333799142,7,13,2.8,21.8,20,1,12.33,0,0,0,0,0
-66.98399999999999,18.163,2004.533102506135,7,14,2.7,12.6,2,46,20.69,0,0,0,0,0
-64.476,18.732,2004.533389226308,7,14,3.5,14.5,5,17,27.47,0,0,0,0,0
-66.53700000000001,18.066,2004.534786035216,7,14,1.6,3,17,33,37.92,0,0,0,0,0
-67.006,18.11,2004.535521780447,7,15,1.3,23.5,0,1,23.95,0,0,0,0,0
-67.992,19.198,2004.537611586723,7,15,4,15,18,22,48.64,0,0,0,0,0
-67.121,19.288,2004.540625583131,7,16,3,24.6,20,51,18.44,0,0,0,0,0
-67.39100000000001,18.048,2004.54250732835,7,17,2.5,3,13,23,3.74,0,0,0,0,0
-66.46299999999999,19.088,2004.542766844389,7,17,2.6,24.9,15,39,50.26,0,0,0,0,0
-66.708,18.67,2004.544584827844,7,18,2.3,8.6,7,37,59.26,0,0,0,0,0
-66.48399999999999,19.101,2004.54528758475,7,18,2.9,21.3,13,48,22.12,0,0,0,0,0
-67.47199999999999,18.42,2004.547066707461,7,19,2.8,5.6,5,26,2.25,0,0,0,0,0
-67.331,18.136,2004.548062807061,7,19,2.1,8.1,14,11,1.31,0,0,0,0,0
-64.443,19.44,2004.548483009196,7,19,3.8,52.7,17,52,29.11,0,0,0,0,0
-66.965,18.642,2004.549834441092,7,20,2.2,13.8,5,44,44.63,0,0,0,0,0
-66.854,18.041,2004.55113752688,7,20,1.9,31.3,17,11,31.33,0,0,0,0,0
-68.645,18.111,2004.551469822025,7,20,4.9,146.8,20,6,39.3,0,0,0,0,0
-67.128,18.476,2004.553491708093,7,21,1.6,23.4,13,52,16.19,0,0,0,0,0
-65.508,17.845,2004.555952665516,7,22,3.2,32.5,11,29,17.57,0,0,0,0,0
-65.45099999999999,19.599,2004.556060539365,7,22,3.5,55.6,12,26,8.800000000000001,0,0,0,0,0
-66.438,19.043,2004.556292016419,7,22,2.5,23.5,14,28,8.66,0,0,0,0,0
-68.42400000000001,17.981,2004.556757504807,7,22,5,169.3,18,33,28.52,0,0,0,0,0
-67.292,18.209,2004.556843467605,7,22,2.6,73.8,19,18,46.87,0,0,0,0,0
-67.065,17.622,2004.557963208675,7,23,1.8,5,5,8,55.77,0,0,0,0,0
-66.754,17.03,2004.558464803114,7,23,2.5,5.9,9,33,17.39,0,0,0,0,0
-67.017,17.893,2004.55893210003,7,23,1.4,6.6,13,39,34.44,0,0,0,0,0
-65.45099999999999,19.545,2004.559149681871,7,23,3.5,73.40000000000001,15,34,14.9,0,0,0,0,0
-65.408,17.977,2004.559426515698,7,23,2.3,16.5,18,0,9.050000000000001,0,0,0,0,0
-66.18600000000001,18.083,2004.560496928443,7,24,2.3,19.1,3,24,18.07,0,0,0,0,0
-64.535,18.627,2004.562191489893,7,24,3.1,57.2,18,17,24.17,0,0,0,0,0
-67.58799999999999,18.815,2004.562646435122,7,24,3.2,64.09999999999999,22,17,10.63,0,0,0,0,0
-65.279,18.777,2004.567694704387,7,26,3,33.7,18,37,49.02,0,0,0,0,0
-68.895,18.915,2004.568730727585,7,27,4.5,116.5,3,43,50.56,0,0,0,0,0
-66.959,17.886,2004.570155035671,7,27,1.4,8.300000000000001,16,14,30.6,0,0,0,0,0
-64.273,18.816,2004.570527339797,7,27,4,32.5,19,30,43.75,0,0,0,0,0
-67.818,19.084,2004.571040236984,7,28,2.4,7.7,0,1,2.79,0,0,0,0,0
-68.196,19.146,2004.571665806201,7,28,2.8,25.1,5,30,44.79,0,0,0,0,0
-65.876,18.291,2004.572843341113,7,28,2.6,35.3,15,51,21.27,0,0,0,0,0
-68.074,19.164,2004.573197220325,7,28,3.8,25.4,18,57,51.78,0,0,0,0,0
-68.765,18.389,2004.57402541205,7,29,5,149,2,14,21.19,0,0,0,0,0
-65.51600000000001,19.371,2004.576920404207,7,30,2.9,24.9,3,40,7.79,0,0,0,0,0
-66.057,17.982,2004.577551842997,7,30,1.9,7.4,9,12,55.4,0,0,0,0,0
-66.071,17.956,2004.578377408736,7,30,2.1,11.8,16,28,1.77,0,0,0,0,0
-66.21599999999999,18.382,2004.580722769303,7,31,4,128.1,13,4,7.7,0,0,0,0,0
-66.396,18.674,2004.580895721387,7,31,2.6,55.4,14,35,16.86,0,0,0,0,0
-66.70999999999999,17.906,2004.581051172903,7,31,2.3,8.300000000000001,15,57,12.61,0,0,0,0,0
-67.89,19.174,2004.581669194305,7,31,3.1,30.1,21,22,55.93,0,0,0,0,0
-66.413,18.739,2004.584444238578,8,1,2.5,26.3,21,45,29.49,0,0,0,0,0
-65.911,17.923,2004.584664300306,8,1,1.5,16.2,23,41,28.37,0,0,0,0,0
-65.904,17.919,2004.584737648629,8,2,1.7,16.2,0,20,7.82,0,0,0,0,0
-66.91500000000001,18.6,2004.585563914504,8,2,2.8,15,7,35,36.33,0,0,0,0,0
-65.274,19.502,2004.585847907812,8,2,3.4,25.2,10,5,16.88,0,0,0,0,0
-66.998,17.821,2004.586285348044,8,2,2.5,26.2,13,55,49.79,0,0,0,0,0
-65.297,19.475,2004.586683974651,8,2,3.3,25.1,17,25,55.32,0,0,0,0,0
-66.521,17.782,2004.587061499127,8,2,2.8,0,20,44,53.55,0,0,0,0,0
-66.842,19.143,2004.58818096634,8,3,3,22.8,6,34,53.79,0,0,0,0,0
-67.224,18.121,2004.589591915541,8,3,2.1,17.1,18,58,31.39,0,0,0,0,0
-66.10599999999999,18.681,2004.589899036443,8,3,2.6,45.1,21,40,23.29,0,0,0,0,0
-66.81699999999999,19.166,2004.590158946506,8,3,2.7,25.3,23,57,22.27,0,0,0,0,0
-64.38,18.931,2004.590866000999,8,4,3.1,33.5,6,10,1.03,0,0,0,0,0
-68.724,18.302,2004.592470759019,8,4,2.5,25.2,20,15,47.33,0,0,0,0,0
-66.889,18.115,2004.592590441586,8,4,1.6,14.6,21,18,51.98,0,0,0,0,0
-68.68000000000001,19.377,2004.593705459421,8,5,3.2,25.8,7,6,31.52,0,0,0,0,0
-66.425,18.727,2004.596391993018,8,6,2.5,64.2,6,42,26.16,0,0,0,0,0
-66.374,19.116,2004.598868078008,8,7,3.1,22,4,27,25.91,0,0,0,0,0
-67.68000000000001,18.138,2004.599300560995,8,7,3.7,147.9,8,15,22.06,0,0,0,0,0
-64.57299999999999,19.218,2004.599705805379,8,7,3.6,34.8,11,48,56.86,0,0,0,0,0
-67.051,18.083,2004.601228198998,8,8,2.7,18.6,1,11,18.6,0,0,0,0,0
-65.21599999999999,19.626,2004.602093970097,8,8,3.1,25.1,8,47,36.36,0,0,0,0,0
-66.685,19.393,2004.602479563221,8,8,3.1,24.9,12,10,49.74,0,0,0,0,0
-68.027,19.315,2004.604165163934,8,9,3.4,44,2,59,12.48,0,0,0,0,0
-65.495,18.997,2004.605141953489,8,9,3,8,11,34,0.91,0,0,0,0,0
-68.06,18.941,2004.606133598335,8,9,3.2,24.8,20,16,39.1,0,0,0,0,0
-68.29000000000001,18.054,2004.608683335863,8,10,2.7,77.7,18,40,27.92,0,0,0,0,0
-67.818,18.841,2004.608817276677,8,10,3.4,43.6,19,51,3.45,0,0,0,0,0
-67.56399999999999,18.742,2004.609534603003,8,11,3.3,10.4,2,9,7.03,0,0,0,0,0
-67.598,18.598,2004.613799583207,8,12,3.3,3.9,15,36,55.94,0,0,0,0,0
-66.015,19.371,2004.614104390875,8,12,3,34.8,18,17,34.69,0,0,0,0,0
-68.05500000000001,18.51,2004.615573217403,8,13,3.3,162.6,7,11,42.51,0,0,0,0,0
-66.81699999999999,18.606,2004.617344771112,8,13,2.3,16.9,22,45,23.29,0,0,0,0,0
-66.54900000000001,18.149,2004.617636273022,8,14,1.7,16.9,1,19,1.28,0,0,0,0,0
-64.593,18.568,2004.619174911771,8,14,3.5,119.2,14,49,56.73,0,0,0,0,0
-66.494,18.675,2004.620593329096,8,15,2.8,13.5,3,17,30.49,0,0,0,0,0
